primaryKey,AB_Updated
429:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, We used historical data to parameterize species accumulation models relating international trade to the establishment rates of nonindigenous species in the United States over the past century. We then coupled these relationships with published trade forecasts to predict future invasion rates for insects plant pathogens and mollusks. Relationships between the accumulation of non native species and merchandise imports were reasonably described by log log and log linear species area models and Michaelis Menten accumulation functions. However the latter two models produced markedly better fits. When coupled with projected trade forecasts the log linear species area model predicted 16 24 PeRcEnT taxon specific increases in the number of nonindigenous species established in the United States from 2000 to 2020. The Michaelis Menten model predicted much lower 3 6 PeRcEnT increases but even this meant 115 new insect species and 5 new plant pathogens. These results suggest that the ecological and economic costs associated with human caused biological invasions may continue to rise substantially over the coming decades. 
447:20140529ProjectCategorizations_ValuesOnly,
454:20140529ProjectCategorizations_ValuesOnly,
477:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Geographical variation in numbers of established non native species provides clues to the underlying processes driving biological invasions. Specifically this variation reflects landscape characteristics that drive non native species arrival establishment and spread. Here we investigate spatial variation in damaging non native forest insect and pathogen species to draw inferences about the dominant processes influencing their arrival establishment and spread. The continental USA including Alaska (Hawaii not included). We assembled the current geographical ranges (county level) of 79 species of damaging non indigenous forest insect and pathogen species currently established in the continental USA. We explored statistical associations of numbers of species per county with habitat characteristics associated with propagule pressure and with variables reflecting habitat invasibility. We also analysed relationships between the geographical area occupied by each pest species and the time since introduction and habitat characteristics. The geographical pattern of non native forest pest species richness is highly focused with vastly more species in the north eastern USA. Geographical variation in species richness is associated with habitat factors related to both propagule pressure and invasibility. Ranges of the non native species are related to historical spread; range areas are strongly correlated with time since establishment. The average (all species) radial rate of range expansion is 5.2 km yr( 1) and surprisingly this rate did not differ among foliage feeders sap feeders wood borers and plant pathogens. Forest pest species are much more concentrated in the north eastern region of the USA compared with other parts of the country. This pattern most likely reflects the combined effects of propagule pressure (pest arrival) habitat invasibility (pest establishment) and invasion spread. The similarity in historical spread among different types of organisms indicates the importance of anthropogenic movement in spread. 
480:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, To determine why some communities are more invasible than others and how this depends on spatial scale. Our previous work in serpentine ecosystems showed that native and exotic diversity are negatively correlated at small scales but became positively correlated at larger scales. We hypothesized that this pattern was the result of classic niche partitioning at small scales where the environment is homogeneous and a shift to the dominance of coexistence mechanisms that depend on spatial heterogeneity in the environment at large scales. Serpentine ecosystem Northern California. We test the above hypotheses using the phylogenetic relatedness of natives and exotics. We hypothesized that (1) at small scales native and exotic species should be more distantly related than expected from a random assemblage model because with biotic resistance successful invaders should have niches that are different from those of the natives present and (2) at large scales native and exotic species should not be more distantly related than expected. Result We find strong support for the first hypothesis providing further evidence of biotic resistance at small scales. However at large scales native and exotic species were also more distantly related than expected. Importantly however natives and exotics were more distantly related at small scales than they were at large scales suggesting that in the transition from small to large scales biotic resistance is relaxed but still present. Communities at large scales were not saturated in the sense that more species could enter the community increasing species richness. However species did not invade indiscriminately. Exotic species closely related to species already established the community were excluded. Native communities determine the identity of exotic invaders even at large spatial scales where communities are unsaturated. These results hold promise for predicting which species will invade a community given the species present. 
490:20140529ProjectCategorizations_ValuesOnly,
491:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Because of the damage some do including threatening biodiversity invasive species are a current focus of interest particularly outside Europe. Yet invasion biology is still struggling to become analytic. Progress has been made in quantifying the proportion of invaders that succeed in various ways and in measuring the degree of that success. Several examples where the course of invasion has been explained show the variation in biological processes involved. A detailed analysis often with experiments and modelling is necessary for a satisfactory explanation. Prediction is harder than explanation. Attempts at predicting invasions have generally been unsatisfactory. Ten reasons that may contribute to this are discussed. Progress will require defining more precisely what is to be predicted and measuring more quantitatively the ecological properties of species. Even so predicting the ecological behaviour of a species in a new environment may be effectively impossible. 
497:20140529ProjectCategorizations_ValuesOnly,
505:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, A major problem in insect pest and weed management is uncertainty. Managers are faced with three main types of uncertainty: uncertainty about biological and environmental processes and observational uncertainty. Active adaptive management (AAM) is management with a deliberate plan for learning about the managed system so that management can be improved in the face of uncertainty. We discuss the potential benefits of applying AAM to insect pest and weed control with reference to a number of examples. We first address the possible uses for AAM in biological control with particular reference to agent selection and release. We also propose applying AAM methods to resistance management and to spatial strategies for pest control. We conclude with an overview of AAM a discussion of some of the potential limitations to its use in pest management and the possibilities for increased implementation of AAM in the future. 
526:20140529ProjectCategorizations_ValuesOnly,
530:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Improvements in environmental policy require an accurate diagnosis of the shortcomings of existing policy. We develop a model for assessing the efficacy of policy instruments aimed at reducing the introduction of nonindigenous species. The model identifies and accounts for several features of the nonindigenous species introduction detection process that complicate interpretations of monitoring data. Specifically the model includes explicit attention to the pathway of introduction a probabilistic description of species detection and the possibility of attenuation of species introductions over time. We apply this theoretical model to the case of mid ocean ballast water exchange which was implemented by the United States in 1990 for the North American Great Lakes. Contrary to other authors who take the recent increase in discoveries of nonindigeneous species (NIS) in the Great Lakes as evidence that ballast water exchange is ineffective we find that the observed detection record could just as plausibly be explained by a lag of a few years between introduction and detection even if ballast water exchange was 100 PeRcEnT effective. Model results suggest that under current monitoring regimes several more years of data would be required to make a conclusive evaluation of ballast water exchange. Better estimation of the lag time between introduction and detection and a shortening of that lag time with better monitoring would allow more precise and timely evaluation of the efficacy of ballast water exchange and other policy instruments. 
534:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Invasion by exotic species is a major threat to global diversity. The invasion of native perennial grasslands in California by annual species from the southern Mediterranean region is one of the most dramatic invasions worldwide. As a result of this invasion native species are often restricted to low fertility marginal habitat. An understanding of the mechanisms that prevent the recolonization of the more fertile sites by native species is critical to determining the prospects for conservation and restoration of the native flora. We present the results of a five year experiment in which we used seeding burning and mowing treatments to investigate the mechanisms that constrain native annuals to the marginal habitat of a Californian serpentine grassland. The abundance and richness of native species declined with increasing soil fertility and there was no effect of burning or mowing on native abundance or richness in the absence of seeding. We found that native annual forbs were strongly seed limited; a single seeding increased abundance of native forbs even in the presence of high densities of exotic species and this effect was generally discernable after four years. These results suggest that current levels of dominance by exotic species are not simply the result of direct competitive interactions and that seeding of native species is necessary and may be sufficient to create viable populations of native annual species in areas that are currently dominated by exotic species. 
535:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Invasive species are one of the fastest growing conservation problems. These species homogenize the worlds flora and fauna threaten rare and endemic species and impose large economic costs. Here we examine the distribution of 834 of the more than 1000 exotic plant taxa that have become established in Califoriiia USA. Total species richness increases with net primary productivity; however the exotic flora is richest in low lying coastal sites that harbor large numbers of imperiled species; while native diversity is highest in areas with high mean elevation. Weedy and invasive exotics are more tightly linked to the distribution of imperiled species than the overall pool of exotic species. Structural equation modeling suggests that while human activities such as urbanization and agriculture facilitate the initial invasion by exotic plants exotics spread ahead of the front of human development into areas with high numbers of threatened native plants. The range sizes of exotic taxa are an order of magnitude smaller than for comparable native taxa. The current small range size of exotic species implies that California has a significant   invasion debt   that will be paid as exotic plants expand their range and spread throughout the state. 
560:20140529ProjectCategorizations_ValuesOnly,
580:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, When viewed across long temporal and large spatial scales severe disturbances in marine ecosystems are not uncommon. Events such as hurricanes oil spills disease outbreaks hypoxic events harmful algal blooms and coral bleaching can cause massive mortality and dramatic habitat effects on local or even regional scales. Although designers of marine reserves might assume low risk from such events over the short term catastrophes are quite probable over the long term and must be considered for successful implementation of reserves. A simple way to increase performance of a reserve network is to incorporate into the reserve design a mechanism for calculating how much additional area would be required to buffer the reserve against effects of catastrophes. In this paper we develop a method to determine this   insurance factor  : a multiplier to calculate the additional reserve area necessary to ensure that functional goals of reserves will be met within a given   catastrophe regime.   We document and analyze the characteristics of two relatively well studied types of disturbances: oil spills and hurricanes. We examine historical data to characterize catastrophe regimes within. which reserves must function and use these regimes to illustrate the application of the insurance factor. This tool can be applied to any reserve design for which goals are defined by a quantifiable measure such as a fraction of shoreline that is necessary to accomplish a particular function. In the absence of such quantitative measures the concept of additional area as insurance against catastrophes may still be useful. 
591:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Emerald ash borer (Agrilus planipennis Fairmaire) a phloem feeding beetle native to Asia was discovered near Detroit Michigan and Windsor Ontario in 2002. As of March 2009 isolated populations of emerald ash borer (EAB) have been detected in nine additional states and Quebec. EAB is a highly invasive forest pest that has the potential to spread and kill native ash trees (Fraxinus sp.) throughout the United States. We estimate the discounted cost of ash treatment removal and replacement on developed land within communities in a 25 state study area centered on Detroit using simulations of EAB spread and infestation over the next decade (2009 2019). An estimated 38 million ash trees occur on this land base. The simulations predict an expanding EAB infestation that will likely encompass most of the 25 states and warrant treatment. removal and replacement of more than 17 million ash trees with mean discounted cost of  DoLlQuAnT 10.7 billion. Expanding the land base to include developed land outside as well as inside communities nearly double the estimates of the number of ash trees treated or removed and replaced and the associated cost. The estimates of discounted cost suggest that a substantial investment might be efficiently spent to slow the expansion of isolated EAB infestations and postpone the ultimate costs of ash treatment removal and replacement. 
614:20140529ProjectCategorizations_ValuesOnly,
614:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Classical models of biological invasions generally assume that introductions consist of single releases of organisms whereas in nature successful invasions are usually the result of repeated immigration events. A straightforward consequence of such repeated events is that they are likely to increase invasion success. In this article we consider a less obvious consequence namely how repeated immigration events interact with the spatial dispersion of immigration. We construct a spatially explicit model that includes Allee effects and population diffusion so that repeated introductions must be concentrated in order for the population to exceed the Allee threshold over a critical minimum area and successfully invade. We use this model to show that the spatial dispersion of immigration events is of key importance in determining invasion success. Specifically invasion risks decline when immigration events are dispersed more widely. Because of this effect immigration events that occur close to habitat boundaries are likely to lead to higher invasion risks as dispersing organisms are forced back towards the source of immigrants. These results have important implications for efforts to reduce the risk of aquatic invasions due to discharges of ballast water by commercial ships. When ballast discharge occurs either far from port and thus far from habitat boundaries or far from other ballast discharge events and thus with wider dispersion then invasion risks should be greatly reduced. Our work demonstrates the importance of spatial structure for understanding ecological problems and shows how mathematical models can be useful in guiding environmental management. 
622:20140529ProjectCategorizations_ValuesOnly,
62:20140529ProjectCategorizations_ValuesOnly,
632:20140529ProjectCategorizations_ValuesOnly,
638:20140529ProjectCategorizations_ValuesOnly,
653:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, A central question in ecology concerns how some exotic plants that occur at low densities in their native range are able to attain much higher densities where. they are introduced. This question has remained unresolved in part due to a lack of experiments that assess factors that affect the population growth or abundance of plants in both ranges. We tested two hypotheses for exotic plant success: escape from specialist insect herbivores and a greater response to disturbance in the introduced range. Within three introduced populations in Montana USA and three native populations in Germany we experimentally manipulated insect herbivore pressure and created small scale disturbances to determine how these factors affect the performance of houndstongue (Cynoglossum officinale) a widespread exotic in western North America. Herbivores reduced plant size and fecundity in the native range but had little effect on plant performance in the introduced range. Small scale experimental disturbances enhanced seedling recruitment in both ranges but subsequent seedling survival was more positively affected by disturbance in the introduced range. We combined these experimental results with demographic data from each population to parameterize integral projection population models to assess how enemy escape and disturbance might differentially influence C. officinale in each range. Model results suggest that escape from specialist insects would lead to only slight increases in the growth rate (lambda) of introduced populations. In contrast the larger response to disturbance in the introduced vs. native range had much greater positive effects on lambda. These results together suggest that at least in the regions where the experiments were performed the differences in response to small disturbances by C. officinale contribute more to higher abundance in the introduced range compared to at home. Despite the challenges of conducting experiments on a wide biogeographic scale and the logistical constraints of adequately sampling populations within a range this approach is a critical step forward to understanding the success of exotic plants. 
671:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Biological invasions can change ecosystem function have tremendous economic costs and impact human health; understanding the forces that cause and maintain biological invasions is thus of immediate importance. A mechanism by which exotic plants might displace native plants is by increasing the pressure of native consumers on native plants a form of indirect interaction termed apparent competition. Using experimental exclosures seed addition and monitoring of small mammals in a California grassland we examined whether exotic Brassica nigra increases the pressure of native consumers on a native bunchgrass Nassella pulchra. Experimental plots were weeded to focus entirely on indirect effects via consumers. We demonstrate that B. nigra alters the activity of native small mammal consumers creating a gradient of consumption that dramatically reduces N. pulchra establishment. Previous work has shown that N. pulchra is a strong competitor but that it is heavily seed limited. By demonstrating that consumer pressure is sufficient to curtail establishment our work provides a mechanism for this seed limitation and suggests that despite being a good competitor N. pulchra cannot reestablish close to B. nigra within its old habitats because exotic mediated consumption preempts direct competitive exclusion. Moreover we find that apparent competition has a spatial extent suggesting that consumers may dictate the rate of invasion and the area available for restoration and that nonspatial studies of apparent competition may miss important dynamics. 
679:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Consumer plant interactions can alter the outcome of biological invasions when native and exotic plants differ systematically in their resistance to and or tolerance of consumer impacts. Given evidence for indirect interactions and shifts in plant communities from the few existing long term studies it is clear that long term studies are a critical component for understanding the role of consumers in plant invasions. Moreover studies of the role of consumers in mediating invasions have focused on the effects of exotic consumers while the effects of native consumers on invasion have received little attention. Here we examine the long term impact of a largely native vertebrate consumer community on native and exotic understory plants and recruitment of native oaks in a California oak savanna. We sampled plant community composition oak recruitment and soils inside and outside of 10 exclosures (mean area 1000 m(2)) that had been in place for an average of 32 years. Plots with consumers present had 41 PeRcEnT more exotic species 31 PeRcEnT higher cover of exotic species and 33 PeRcEnT lower richness of native herbaceous perennials suggesting that native consumers may play an important role in mediating invasion in this system. The presence of oak canopies had a strong impact on the plant community independent of consumer effects with greater recruitment of oaks higher cover of native shrubs and lower cover of exotic species cover under oak canopies. The concordant variation of native tree canopy and native woody plants suggests that adult oaks provide a refuge for their seedlings and other native woody plants. Thus the widespread loss of native oaks has likely increased exotic invasion into an important refuge for native species in the California oak savanna ecosystem. 
698:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Fire is a globally distributed disturbance that impacts terrestrial ecosystems and has been proposed to be a global   herbivore. Fire like herbivory is a top down driver that converts organic materials into inorganic products alters community structure and acts as an evolutionary agent. Though grazing and fire may have some comparable effects in grasslands they do not have similar impacts on species composition and community structure. However the concept of fire as a global herbivore implies that fire and herbivory may have similar effects on plant functional traits. Using 22 years of data from a mesic native tallgrass prairie with a long evolutionary history of fire and grazing we tested if trait composition between grazed and burned grassland communities would converge and if the degree of convergence depended on fire frequency. Additionally we tested if eliminating fire from frequently burned grasslands would result in a state similar to unburned grasslands and if adding fire into a previously unburned grassland would cause composition to become more similar to that of frequently burned grasslands. We found that grazing and burning once every four years showed the most convergence in traits suggesting that these communities operate under similar deterministic assembly rules and that fire and herbivory are similar disturbances to grasslands at the trait group level of organization. Three years after reversal of the fire treatment we found that fire reversal had different effects depending on treatment. The formerly unburned community that was then burned annually became more similar to the annually burned community in trait composition suggesting that function may be rapidly restored if fire is reintroduced. Conversely after fire was removed from the annually burned community trait composition developed along a unique trajectory indicating hysteresis or a time lag for structure and function to return following a change in this disturbance regime. We conclude that functional traits and species based metrics should be considered when determining and evaluating goals for fire management in mesic grassland ecosystems. 
753:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Tasty plants can be protected from herbivores by unpalatable neighbors. We used experimental exclosures removal of unpalatable species and transplants of palatable and unpalatable species in subalpine meadows of the Caucasus Mountains of Georgia to study the effects of two unpalatable species on plant communities. We found that Cirsium obalatum and Veratrum lobelianum two large native perennial herbs that invade after heavy grazing had strong facilitative effects on communities through their indirect effects on livestock herbivores. These unpalatable invaders had different effects on community composition when livestock were present than when livestock were excluded. Furthermore removing Cirsium and Veratrum where herbivory was permitted decreased the richness of associated communities but inside a livestock exclosure removal of these species increased community richness. Transplanted palatable species (Anthoxanthum odoratum and Phleum alpinum) grew larger inside the exclosure and in the exclosure Cirsium and Veratrunt had no effect on their growth. However outside of the exclosure Cirsium and Veratrum had strong positive effects on the growth of A. odoratum and P. alpinum. Excluding livestock decreased the growth of Luzula pseudosudetica another unpalatable species and Cirsium and Veratrunt had no effect on L. pseudosudetica outside the exclosure. In contrast inside exclosures Cirsium and Veratrum had competitive effects on L. pseudosudetica. Our results indicate that Cirsium and Veratrum which are in some ways undesirable rangeland weeds may also play an important role in maintaining species and functional diversity of overgrazed plant communities in the Caucasus. 
759:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, The diversity and composition of a community are determined by a combination of local and regional processes. We conducted a field experiment to examine the impact of resource manipulations and seed addition on the invasibility and diversity of a low productivity grassland. We manipulated resource levels both by a disturbance treatment that reduced adult plant cover in the spring of the first year and by addition of fertilizer every year. Seeds of 46 native species both resident and nonresident to the community were added in spring of the first year to determine the effects of recruitment limitation from local (seed limitation) and regional (dispersal limitation) sources on local species richness. Our results show that the unmanipulated community was not readily invasible. Seed addition increased the species richness of unmanipulated plots but this was primarily due to increased occurrence of resident species. Nonresident species were only able to invade following a cover reduction disturbance. Cover reduction resulted in an increase in nitrogen availability in the first year but had no measurable effect on light availability in any year. In contrast fertilization created a persistent increase in nitrogen availability that increased plant cover or biomass and reduced light penetration to ground level. Initially fertilization had an overall positive effect on species richness but by the third year the effect was either negative or neutral. Unlike cover reduction fertilization had no observable effect on seedling recruitment or occurrence (number of plots) of invading resident or nonresident species. The results of our experiment demonstrate that although resource fluctuations can increase the invasibility of this grassland the community response depends on the nature of the resource change. 
75:20140529ProjectCategorizations_ValuesOnly,
762:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, The nonnative mudsnail Batillaria attramentaria was introduced to the west coast of North America in the early part of this century and has been displacing the native mudsnail Cerithidea californica on a marsh by marsh basis. We combined detailed quantitative field data on this invader and its interactions with the native snail in an individual based model that allowed us to address both general questions about the mechanism of displacement of native species and more specific concerns about detecting the trajectory and impact of the invasion. In empirically parameterized simulations the native snail was driven extinct within 55 70 yr after introduction of Batillaria which closely matches direct field estimates. We then tested the relative importance of Batillarias demonstrated advantages in parasitism resistance (top down effect) exploitative competition (bottom up effect) and mortality rate (demographic advantage) in driving its displacement of Cerithidea. With its demographic advantage maintained but without its advantages in competition and parasitism Batillaria still drove Cerithidea extinct within 90 yr. Only when Batillarias mortality rate was set equal to that of Cerithidea could the native snail persist indefinitely demonstrating this factors overwhelming influence on the success of this invasion. The difference in mortality between the species was large relative to the other differences but further simulations showed that the importance of this difference stems not just from its magnitude but also from the sensitivity of this system to this demographic rate. Identification of the relative importance of mechanisms that contribute to an invaders success is one of the major benefits of such modeling efforts. To identify empirically measurable quantities that provide the earliest warning of impact on the native species we tracked many population and individual level responses of Cerithidea to Batillarias invasion including population density biomass egg production mean size proportion of infected individuals and individual growth rate as well as availability of shared food resources. We used the empirically observed parameter values and an initial number of Batillaria invaders in these: simulations that guaranteed extinction of Cerithidea within 90 yr. Despite a rapid initial increase in invader populations all metrics for Cerithidea were slow to exhibit signs of impact. Most took at least 25 yr from invasion to exhibit detectable changes by which time the nonnative species was established at high densities (  3000 snails m(2)). Cerithidea egg production was the fastest most consistent response metric exhibiting declines within 20 25 yr after invasion in similar to 90 PeRcEnT of simulations. Difficulty in finding reliable early warning metrics has crucial implications for how we should view and conduct monitoring programs and risk assessment analyses. 
768:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, The spread of exotic species can be limited by dispersal or by constraints imposed by the local environment. Using data collected from 152 Missouri (USA) lakes over seven years we asked whether models based on dispersal. or local scale processes best predicted invasion by. the exotic cladoceran Daphnia lumholtzi. We used multiple logistic regression to test the relative importance of 10 local physicochemical features and proximity to all known potential source populations for predicting which lakes were invaded. The decline in invasion likelihood with distance to source populations was used to estimate the shape of the dispersal kernel. Between 1992 and 1998 the cumulative prevalence of D. lumholtzi increased from 6 PeRcEnT to 34 PeRcEnT of lakes sampled with frequent appearances of populations in new watersheds. Spatial position and physical factors were both important for predicting the new colonization events. The probability of colonization increased with lake surface area and epilimnetic temperature declined with increasing conductivity and was unaffected by variation in lake fertility. Invasion likelihood declined sharply as a nonlinear function of distance to source populations up to around 30 km and was relatively constant at greater distances. The results suggest that dispersal and local abiotic constraints jointly limit the spread of D. lumholtzi. This approach illustrates how range expansion can be used to estimate dispersal rates at broad spatial scales. 
815:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Advances in ecology during the past decade have led to a much more detailed understanding of the potential negative consequences of species introductions. Moreover recent studies of mycorrhizal symbionts have led to an increased knowledge of the potential utility of fungal inoculations in agricultural horticultural and ecological management. The intentional movement of mycorrhizal fungal species is growing but the concomitant potential for negative ecological consequences of invasions by mycorrhizal fungi is poorly understood. We assess the degree to which introductions of mycorrhizal fungi may lead to unintended negative and potentially costly consequences. Our purpose is to make recommendations regarding appropriate management guidelines and highlight top priority research needs. Given the difficulty in discerning invasive species problems associated with mycorrhizal inoculations we recommend the following. First careful assessment documenting the need for inoculation and the likelihood of success should be conducted prior to inoculation because inoculations are not universally beneficial. Second invasive species problems are costly and often impossible to control by the time they are recognized. We recommend using local inoculum sources whenever possible. Third non sterile cultures of inoculum can result in the movement of saprobes and pathogens as well as mutualists. We recommend using material that has been produced through sterile culture when local inoculum is not available. Finally life history characteristics of inoculated fungi may provide general guidelines relative to the likelihood of establishment and spread. We recommend that when using non local fungi managers choose fungal taxa that carry life history traits that may minimize the likelihood of deleterious invasive species problems. Additional research is needed on the potential of mycorrhizal fungi to spread to non target areas and cause ecological damage. 
825:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Cost effective surveillance strategies are needed for efficient responses to biological invasions and must account for the trade offs between surveillance effort and management costs. Less surveillance may allow greater population growth and spread prior to detection thereby increasing the costs of damages and control. In addition surveillance strategies are usually applied in environments under continual invasion pressure where the number size and location of established populations are unknown prior to detection. We develop a novel modeling framework that accounts for these features of the decision and invasion environment and determines the long term sampling effort that minimises the total expected costs of new invasions. The optimal solution depends on population establishment and growth rates sample sensitivity and sample eradication and damage costs. We demonstrate how to optimise surveillance systems under budgetary constraints and find that accounting for spatial heterogeneity in sampling costs and establishment rates can greatly reduce management costs. 
830:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Ecologists have long sought to understand the relationships among species diversity community productivity and invasion by non native species. Here four long term observational datasets were analyzed using repeated measures statistics to determine how plant species richness and community resource capture  productivity) influenced invasion. Multiple factors influenced the results including the metric used to quantify invasion interannual variation and spatial scale. Native richness was positively correlated with non native richness but was usually negatively correlated with non native abundance and these patterns were stronger at the larger spatial scale. Logistic regressions indicated that the probability of invasion was reduced both within and following years with high productivity except at the desert grassland site where high productivity was associated with increased invasion. Our analysis suggests that while non natives were most likely to establish in species rich communities their success was diminished by high resource capture by the resident community. 
843:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Introduced plant populations lose interactions with enemies mutualists and competitors from their native ranges and gain interactions with new species under new abiotic conditions. From a biogeographical perspective differences in the assemblage of interacting species as well as in abiotic conditions may explain the demographic success of the introduced plant populations relative to conspecifics in their native range. Within invaded communities the new interactions and conditions experienced by the invader may influence both its demographic success and its effects on native biodiversity. Here we examine indirect effects involving enemies mutualists and competitors of introduced plants and effects of abiotic conditions on biotic interactions. We then synthesize ideas building on Darwins idea that the kinds of new interactions gained by an introduced population will depend on its relatedness to native populations. This yields a heuristic framework to explain how biotic interactions and abiotic conditions influence invader success. We conclude that species introductions generally alter plants interactions with enemies mutualists and competitors and that there is increasing evidence that these altered interactions jointly influence the success of introduced populations. 
859:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, P Biological invasions are a global and increasing threat to the function and diversity of ecosystems. Allee effects (positive density dependence) have been shown to play an important role in the establishment and spread of non native species. Although Allee effects can be considered a bane in conservation efforts they can be a benefit in attempts to manage non native species. Many biological invaders are subject to some form of an Allee effect whether due to a need to locate mates cooperatively feed or reproduce or avoid becoming a meal yet attempts to highlight the specific exploitation of Allee effects in biological invasions are surprisingly unprecedented. In this review we highlight current strategies that effectively exploit an Allee effect and propose novel means by which Allee effects can be manipulated to the detriment of biological invaders. We also illustrate how the concept of Allee effects can be integral in risk assessments and in the prioritization of resources allocated to manage non native species as some species beset by strong Allee effects could be less successful as invaders. We describe how tactics that strengthen an existing Allee effect or create new ones could be used to manage biological invasions more effectively. 
861:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, P Many ecosystems worldwide are dominated by introduced plant species leading to loss of biodiversity and ecosystem function. A common but rarely tested assumption is that these plants are more abundant in introduced vs. native communities because ecological or evolutionary based shifts in populations underlie invasion success. Here data for 26 herbaceous species at 39 sites within eight countries revealed that species abundances were similar at native (home) and introduced (away) sites grass species were generally abundant home and away while forbs were low in abundance but more abundant at home. Sites with six or more of these species had similar community abundance hierarchies suggesting that suites of introduced species are assembling similarly on different continents. Overall we found that substantial changes to populations are not necessarily a pre condition for invasion success and that increases in species abundance are unusual. Instead abundance at home predicts abundance away a potentially useful additional criterion for biosecurity programmes. 
924:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, Invasion of exotic species may be regulated either by regional factors (dispersal limitation) or by local site characteristics that influence colonization success (invasibility). To address the latter question we surveyed crustacean zooplankton and abiotic features of 171 lakes in Missouri Arkansas and Oklahoma and examined features associated with presence of the exotic cladoceran Daphnia lumholtzi. The data set was also used to examine variation in zooplankton species composition in this region. Canonical Correspondence Analysis revealed that zooplankton distributions were most strongly correlated with lake fertility and conductivity. Logistic regression analyses showed that D. lumholtzi was more likely to invade larger and more fertile lakes and appeared unaffected by native zooplankton species richness or presence of particular species. Thus the current study suggests that physico chemical characteristics are better predictors than zooplankton communities for explaining the regional spread of D. lumholtzi. Nevertheless the underlying causes for these trends are unclear as landscape features correlated to the same physical features may also influence dispersal processes and other unknown differences between lakes may also be important for colonization success. 
934:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529, The importance of natural disturbances in shaping landscapes and influencing ecosystems is now well recognized in ecology. Disturbances span a broad range of sizes and frequencies and while understanding of relatively small disturbances has increased rapidly the ecological effects of disturbance events that are large in spatial extent and infrequent in occurrence are not well understood. Examples of these large and infrequent disturbances include volcanic eruptions big fires and extreme floods or storms. Whether large infrequent disturbances are qualitatively different from small frequent disturbances remains an unresolved issue in ecology in part because of a paucity of long term data on the effects of broad scale disturbances. The intensive post disturbance research focused on several large natural disturbances (for example the 1988 Yellowstone fires Hurricane Hugo in 1989 the eruption of Mount St. Helens in 1980 and the 1993 floods in the Midwest) provides an opportunity to develop comparisons across these unusual events. The following set of articles begins to synthesize what is known about the ecological implications of large infrequent disturbances (LIDs). In this article we present the motivation for this synthesis by defining LIDs and discussing their ecological importance. LIDs are difficult to define objectively because disturbances occur across a continuum of sizes and frequencies. We follow White and Picketts definition of disturbance: any relatively discrete event in time that disrupts ecosystem community or population structure and changes resource substrate availability or the physical environment. This general but flexible definition requires the spatial and temporal scales of the system and the disturbance to be specified. Disturbances would typically be characterized by their size spatial distribution frequency or return interval predictability and magnitude including both intensity and severity. Along the disturbance continuum LIDs are much larger in spatial extent (terrestrial systems) or in depth duration (floods) than the disturbances that typically affect the system. Rather than producing a rigid definition we suggest two ways for identifying LIDs. 
